implementation;workload;n;time_total;time_per_op
rust_std_sort;sort_almost_sorted;3050;0.000029054;0.000000009525901639344262
bubble;sort_random;4032;0.005020661;0.000001245203621031746
bubble;sort_sorted;4032;0.000001923;0.0000000004769345238095239
bubble;sort_reversed;4032;0.003959532;0.0000009820267857142857
bubble;sort_almost_sorted;4032;0.002595513;0.0000006437284226190476
insertion;sort_random;4032;0.001507764;0.00000037394940476190475
insertion;sort_sorted;4032;0.000001683;0.0000000004174107142857143
insertion;sort_reversed;4032;0.002320415;0.000000575499751984127
insertion;sort_almost_sorted;4032;0.000184882;0.00000004585367063492064
selection;sort_random;4032;0.003521172;0.0000008733065476190476
selection;sort_sorted;4032;0.003366978;0.0000008350639880952381
selection;sort_reversed;4032;0.003380102;0.0000008383189484126984
selection;sort_almost_sorted;4032;0.003370755;0.0000008360007440476191
merge_sort_td;sort_random;4032;0.000175494;0.00000004352529761904762
merge_sort_td;sort_sorted;4032;0.00004344;0.000000010773809523809524
merge_sort_td;sort_reversed;4032;0.000047978;0.000000011899305555555555
merge_sort_td;sort_almost_sorted;4032;0.000068487;0.000000016985863095238095
quick_lomuto;sort_random;4032;0.000147983;0.00000003670213293650794
quick_lomuto;sort_sorted;4032;0.004226124;0.0000010481458333333334
quick_lomuto;sort_reversed;4032;0.003769732;0.000000934953373015873
quick_lomuto;sort_almost_sorted;4032;0.000155517;0.00000003857068452380953
heap_sort;sort_random;4032;0.000177588;0.00000004404464285714286
heap_sort;sort_sorted;4032;0.000123508;0.00000003063194444444445
heap_sort;sort_reversed;4032;0.000124039;0.00000003076364087301587
heap_sort;sort_almost_sorted;4032;0.000134689;0.00000003340500992063492
counting_sort;sort_random;4032;0.000032971;0.00000000817733134920635
counting_sort;sort_sorted;4032;0.000008496;0.000000002107142857142857
counting_sort;sort_reversed;4032;0.000008225;0.0000000020399305555555557
counting_sort;sort_almost_sorted;4032;0.000010169;0.0000000025220734126984127
radix_sort_lsd;sort_random;4032;0.000032661;0.000000008100446428571429
radix_sort_lsd;sort_sorted;4032;0.000012383;0.0000000030711805555555554
radix_sort_lsd;sort_reversed;4032;0.000012393;0.000000003073660714285714
radix_sort_lsd;sort_almost_sorted;4032;0.000014317;0.000000003550843253968254
rust_std_sort;sort_random;4032;0.000061995;0.00000001537574404761905
rust_std_sort;sort_sorted;4032;0.000001973;0.0000000004893353174603174
rust_std_sort;sort_reversed;4032;0.000002445;0.0000000006063988095238095
rust_std_sort;sort_almost_sorted;4032;0.000036338;0.000000009012400793650794
bubble;sort_random;5328;0.008609189;0.0000016158387762762762
bubble;sort_sorted;5328;0.000001933;0.0000000003628003003003003
bubble;sort_reversed;5328;0.006282012;0.0000011790563063063063
bubble;sort_almost_sorted;5328;0.004479552;0.0000008407567567567568
insertion;sort_random;5328;0.002676663;0.0000005023766891891892
insertion;sort_sorted;5328;0.000001954;0.0000000003667417417417417
insertion;sort_reversed;5328;0.003940967;0.0000007396709834834835
insertion;sort_almost_sorted;5328;0.000374311;0.00000007025356606606607
selection;sort_random;5328;0.005977078;0.000001121823948948949
selection;sort_sorted;5328;0.005692592;0.0000010684294294294293
selection;sort_reversed;5328;0.005681442;0.0000010663367117117117
selection;sort_almost_sorted;5328;0.005691551;0.0000010682340465465466
merge_sort_td;sort_random;5328;0.000231197;0.00000004339283033033033
merge_sort_td;sort_sorted;5328;0.000055172;0.000000010355105105105105
merge_sort_td;sort_reversed;5328;0.000055773;0.000000010467905405405406
merge_sort_td;sort_almost_sorted;5328;0.000091309;0.000000017137575075075076
quick_lomuto;sort_random;5328;0.000197345;0.000000037039226726726725
quick_lomuto;sort_sorted;5328;0.007158871;0.0000013436319444444443
quick_lomuto;sort_reversed;5328;0.006452926;0.0000012111347597597599
quick_lomuto;sort_almost_sorted;5328;0.000184331;0.00000003459665915915916
heap_sort;sort_random;5328;0.000237007;0.00000004448329579579579
heap_sort;sort_sorted;5328;0.00015696;0.000000029459459459459456
heap_sort;sort_reversed;5328;0.000159284;0.000000029895645645645644
heap_sort;sort_almost_sorted;5328;0.000175885;0.00000003301144894894895
counting_sort;sort_random;5328;0.000045855;0.000000008606418918918918
counting_sort;sort_sorted;5328;0.00001066;0.0000000020007507507507508
counting_sort;sort_reversed;5328;0.000010539;0.0000000019780405405405405
counting_sort;sort_almost_sorted;5328;0.000015489;0.0000000029070945945945947
radix_sort_lsd;sort_random;5328;0.000044643;0.00000000837894144144144
radix_sort_lsd;sort_sorted;5328;0.00001605;0.0000000030123873873873876
radix_sort_lsd;sort_reversed;5328;0.00001625;0.0000000030499249249249247
radix_sort_lsd;sort_almost_sorted;5328;0.000021339;0.000000004005067567567568
rust_std_sort;sort_random;5328;0.000085838;0.000000016110735735735736
rust_std_sort;sort_sorted;5328;0.000002545;0.0000000004776651651651652
rust_std_sort;sort_reversed;5328;0.000002064;0.0000000003873873873873874
rust_std_sort;sort_almost_sorted;5328;0.000049471;0.000000009285097597597598
bubble;sort_random;7042;0.014375457;0.0000020413883839818234
bubble;sort_sorted;7042;0.000002505;0.00000000035572280602101676
bubble;sort_reversed;7042;0.009842777;0.0000013977246520874752
bubble;sort_almost_sorted;7042;0.007684671;0.0000010912625674524283
insertion;sort_random;7042;0.004641812;0.0000006591610337972168
insertion;sort_sorted;7042;0.000002514;0.0000000003570008520306731
insertion;sort_reversed;7042;0.006780001;0.000000962794802612894
insertion;sort_almost_sorted;7042;0.000516123;0.00000007329210451576256
selection;sort_random;7042;0.010109179;0.0000014355550979835274
selection;sort_sorted;7042;0.009826877;0.000001395466770803749
selection;sort_reversed;7042;0.009814985;0.0000013937780460096563
selection;sort_almost_sorted;7042;0.014056017;0.000001996026270945754
merge_sort_td;sort_random;7042;0.000375553;0.000000053330445896052254
merge_sort_td;sort_sorted;7042;0.000077554;0.000000011013064470320931
merge_sort_td;sort_reversed;7042;0.000078364;0.000000011128088611190002
merge_sort_td;sort_almost_sorted;7042;0.000125101;0.000000017764981539335416
quick_lomuto;sort_random;7042;0.000267564;0.00000003799545583641011
quick_lomuto;sort_sorted;7042;0.013069846;0.0000018559849474581085
quick_lomuto;sort_reversed;7042;0.011380487;0.0000016160873331439932
quick_lomuto;sort_almost_sorted;7042;0.000198587;0.000000028200369213291677
heap_sort;sort_random;7042;0.000327495;0.00000004650596421471173
heap_sort;sort_sorted;7042;0.000212382;0.00000003015932973587049
heap_sort;sort_reversed;7042;0.00022249;0.00000003159471740982675
heap_sort;sort_almost_sorted;7042;0.000241316;0.00000003426810565180346
counting_sort;sort_random;7042;0.000070791;0.000000010052683896620278
counting_sort;sort_sorted;7042;0.000014316;0.000000002032945186026697
counting_sort;sort_reversed;7042;0.000014537;0.0000000020643283158193696
counting_sort;sort_almost_sorted;7042;0.000018855;0.0000000026775063902300485
radix_sort_lsd;sort_random;7042;0.00006469;0.00000000918631070718546
radix_sort_lsd;sort_sorted;7042;0.000024886;0.000000003533939221811985
radix_sort_lsd;sort_reversed;7042;0.000024966;0.0000000035452996307867087
radix_sort_lsd;sort_almost_sorted;7042;0.000029154;0.000000004140017040613462
rust_std_sort;sort_random;7042;0.000115233;0.000000016363675092303323
rust_std_sort;sort_sorted;7042;0.000003456;0.0000000004907696677080374
rust_std_sort;sort_reversed;7042;0.000004408;0.0000000006259585345072423
rust_std_sort;sort_almost_sorted;7042;0.000066613;0.000000009459386537915365
bubble;sort_random;9307;0.026079431;0.0000028021307617921993
bubble;sort_sorted;9307;0.000003636;0.00000000039067368647254753
bubble;sort_reversed;9307;0.01794491;0.0000019281089502524983
bubble;sort_almost_sorted;9307;0.013798311;0.0000014825734393467284
insertion;sort_random;9307;0.007749101;0.0000008326099709895778
insertion;sort_sorted;9307;0.000003417;0.00000000036714301063715484
insertion;sort_reversed;9307;0.012054451;0.0000012952026431718063
insertion;sort_almost_sorted;9307;0.000878051;0.00000009434307510475986
selection;sort_random;9307;0.017908191;0.0000019241636402707638
selection;sort_sorted;9307;0.017399993;0.0000018695597937036637
selection;sort_reversed;9307;0.017397027;0.0000018692411088428063
selection;sort_almost_sorted;9307;0.017285691;0.0000018572785000537228
merge_sort_td;sort_random;9307;0.000421198;0.000000045256043837971424
merge_sort_td;sort_sorted;9307;0.000099684;0.000000010710647899430537
merge_sort_td;sort_reversed;9307;0.000101117;0.000000010864618029440206
merge_sort_td;sort_almost_sorted;9307;0.00016817;0.00000001806919522939723
quick_lomuto;sort_random;9307;0.000347482;0.0000000373355538841732
quick_lomuto;sort_sorted;9307;0.020341855;0.0000021856511228107876
quick_lomuto;sort_reversed;9307;0.019035693;0.00000204530922961212
quick_lomuto;sort_almost_sorted;9307;0.000378439;0.00000004066175996561728
heap_sort;sort_random;9307;0.000425767;0.000000045746964650263244
heap_sort;sort_sorted;9307;0.000256534;0.000000027563554313957237
heap_sort;sort_reversed;9307;0.000302138;0.000000032463522080154726
heap_sort;sort_almost_sorted;9307;0.000295676;0.000000031769205973998065
counting_sort;sort_random;9307;0.00009745;0.000000010470613516707855
counting_sort;sort_sorted;9307;0.000033572;0.000000003607177393359837
counting_sort;sort_reversed;9307;0.000032901;0.0000000035350811217363276
counting_sort;sort_almost_sorted;9307;0.000043611;0.000000004685827871494574
radix_sort_lsd;sort_random;9307;0.000083675;0.00000000899054475126249
radix_sort_lsd;sort_sorted;9307;0.000037109;0.000000003987213925002686
radix_sort_lsd;sort_reversed;9307;0.000037348;0.000000004012893521005695
radix_sort_lsd;sort_almost_sorted;9307;0.000046355;0.000000004980659718491458
rust_std_sort;sort_random;9307;0.00015166;0.000000016295261631030406
rust_std_sort;sort_sorted;9307;0.000004318;0.0000000004639518641882454
rust_std_sort;sort_reversed;9307;0.00000553;0.0000000005941764263457613
rust_std_sort;sort_almost_sorted;9307;0.000089005;0.000000009563231975932095
bubble;sort_random;12301;0.043858874;0.0000035654722380294283
bubble;sort_sorted;12301;0.000004629;0.0000000003763108690350378
bubble;sort_reversed;12301;0.030213215;0.000002456159255345094
bubble;sort_almost_sorted;12301;0.032453201;0.0000026382571335663767
insertion;sort_random;12301;0.013399194;0.0000010892768067636777
insertion;sort_sorted;12301;0.000004519;0.00000000036736850662547763
insertion;sort_reversed;12301;0.020637171;0.0000016776823835460531
insertion;sort_almost_sorted;12301;0.001607539;0.00000013068360295910903
selection;sort_random;12301;0.030492671;0.0000024788774083407854
selection;sort_sorted;12301;0.029961751;0.000002435716689700024
selection;sort_reversed;12301;0.030294946;0.000002462803511909601
selection;sort_almost_sorted;12301;0.030023014;0.0000024406970165027233
merge_sort_td;sort_random;12301;0.000566696;0.000000046069100073164786
merge_sort_td;sort_sorted;12301;0.000133416;0.000000010845947483944394
merge_sort_td;sort_reversed;12301;0.000137714;0.000000011195349971547028
merge_sort_td;sort_almost_sorted;12301;0.000214135;0.00000001740793431428339
quick_lomuto;sort_random;12301;0.0004764;0.00000003872855865376799
quick_lomuto;sort_sorted;12301;0.036402425;0.000002959306153971222
quick_lomuto;sort_reversed;12301;0.033807984;0.0000027483931387692056
quick_lomuto;sort_almost_sorted;12301;0.000369562;0.00000003004324851638078
heap_sort;sort_random;12301;0.000580041;0.00000004715397122185188
heap_sort;sort_sorted;12301;0.000342222;0.000000027820664986586456
heap_sort;sort_reversed;12301;0.000366937;0.00000002982985123160719
heap_sort;sort_almost_sorted;12301;0.000393407;0.00000003198170880416227
counting_sort;sort_random;12301;0.000133687;0.000000010867978213153402
counting_sort;sort_sorted;12301;0.000051956;0.000000004223721648646451
counting_sort;sort_reversed;12301;0.000052918;0.000000004301926672628241
counting_sort;sort_almost_sorted;12301;0.000060502;0.000000004918461913665555
radix_sort_lsd;sort_random;12301;0.000113791;0.000000009250548735875132
radix_sort_lsd;sort_sorted;12301;0.000045765;0.000000003720429233395659
radix_sort_lsd;sort_reversed;12301;0.000047067;0.000000003826274286643363
radix_sort_lsd;sort_almost_sorted;12301;0.000056605;0.000000004601658401755955
rust_std_sort;sort_random;12301;0.000193297;0.000000015713925697097796
rust_std_sort;sort_sorted;12301;0.000005631;0.00000000045776766116575885
rust_std_sort;sort_reversed;12301;0.000007434;0.0000000006043411104788229
rust_std_sort;sort_almost_sorted;12301;0.000121284;0.000000009859686204373628
bubble;sort_random;16258;0.079891466;0.000004913978718169516
bubble;sort_sorted;16258;0.000006582;0.00000000040484684463033584
bubble;sort_reversed;16258;0.055262764;0.0000033991120679050314
bubble;sort_almost_sorted;16258;0.04160384;0.0000025589765038750155
insertion;sort_random;16258;0.024599658;0.0000015130802066674867
insertion;sort_sorted;16258;0.000005871;0.0000000003611145282322549
insertion;sort_reversed;16258;0.03603153;0.0000022162338541025954
insertion;sort_almost_sorted;16258;0.002866373;0.00000017630538811661952
selection;sort_random;16258;0.053113586;0.0000032669200393652355
selection;sort_sorted;16258;0.052246534;0.000003213589248370033
selection;sort_reversed;16258;0.056682577;0.000003486442182310247
selection;sort_almost_sorted;16258;0.053743389;0.0000033056580760241116
merge_sort_td;sort_random;16258;0.000780861;0.000000048029339402140484
merge_sort_td;sort_sorted;16258;0.000185052;0.000000011382211834173945
merge_sort_td;sort_reversed;16258;0.000183589;0.000000011292225365973674
merge_sort_td;sort_almost_sorted;16258;0.000286809;0.000000017641099766268916
quick_lomuto;sort_random;16258;0.00063891;0.00000003929819165949071
quick_lomuto;sort_sorted;16258;0.066078307;0.000004064356439906508
quick_lomuto;sort_reversed;16258;0.058223392;0.0000035812149095829745
quick_lomuto;sort_almost_sorted;16258;0.000591563;0.00000003638596383318982
heap_sort;sort_random;16258;0.000778367;0.00000004787593799975397
heap_sort;sort_sorted;16258;0.000458256;0.00000002818649280354287
heap_sort;sort_reversed;16258;0.00049278;0.00000003031000123016361
heap_sort;sort_almost_sorted;16258;0.000509952;0.000000031366219707221065
counting_sort;sort_random;16258;0.000177217;0.000000010900295239266823
counting_sort;sort_sorted;16258;0.000078065;0.000000004801636117603641
counting_sort;sort_reversed;16258;0.000078244;0.0000000048126460819288965
counting_sort;sort_almost_sorted;16258;0.00008615;0.000000005298929757657768
radix_sort_lsd;sort_random;16258;0.000141401;0.000000008697318243326363
radix_sort_lsd;sort_sorted;16258;0.000066302;0.000000004078115389346784
radix_sort_lsd;sort_reversed;16258;0.000063477;0.0000000039043547791856314
radix_sort_lsd;sort_almost_sorted;16258;0.000070751;0.000000004351765284782876
rust_std_sort;sort_random;16258;0.000252226;0.000000015513962356993477
rust_std_sort;sort_sorted;16258;0.000007384;0.00000000045417640546192644
rust_std_sort;sort_reversed;16258;0.000006572;0.00000000040423176282445565
rust_std_sort;sort_almost_sorted;16258;0.000149386;0.000000009188461065321688
bubble;sort_random;21486;0.131244912;0.000006108392069254398
bubble;sort_sorted;21486;0.000008055;0.0000000003748952806478637
bubble;sort_reversed;21486;0.092200909;0.0000042912086474913895
bubble;sort_almost_sorted;21486;0.071529214;0.000003329107977287536
insertion;sort_random;21486;0.041487796;0.000001930922274969748
insertion;sort_sorted;21486;0.000007574;0.0000000003525086102578423
insertion;sort_reversed;21486;0.066167212;0.000003079550032579354
insertion;sort_almost_sorted;21486;0.004863531;0.00000022635814018430606
selection;sort_random;21486;0.096537137;0.000004493025086102578
selection;sort_sorted;21486;0.095931408;0.000004464833286791399
selection;sort_reversed;21486;0.096729202;0.000004501964162710602
selection;sort_almost_sorted;21486;0.093547946;0.000004353902355021875
merge_sort_td;sort_random;21486;0.001113997;0.00000005184757516522387
merge_sort_td;sort_sorted;21486;0.000258357;0.000000012024434515498465
merge_sort_td;sort_reversed;21486;0.000262074;0.00000001219743088522759
merge_sort_td;sort_almost_sorted;21486;0.000418262;0.000000019466722516987806
quick_lomuto;sort_random;21486;0.000859287;0.000000039992879084054736
quick_lomuto;sort_sorted;21486;0.115674569;0.000005383718188587918
quick_lomuto;sort_reversed;21486;0.109897721;0.000005114852508610258
quick_lomuto;sort_almost_sorted;21486;0.000688221;0.000000032031136554035186
heap_sort;sort_random;21486;0.00108831;0.000000050652052499301874
heap_sort;sort_sorted;21486;0.000614014;0.000000028577399236712277
heap_sort;sort_reversed;21486;0.00066055;0.00000003074327469049614
heap_sort;sort_almost_sorted;21486;0.000699191;0.00000003254170157311738
counting_sort;sort_random;21486;0.000254389;0.000000011839756120264357
counting_sort;sort_sorted;21486;0.000106857;0.000000004973331471655962
counting_sort;sort_reversed;21486;0.000115103;0.000000005357116261751839
counting_sort;sort_almost_sorted;21486;0.000132184;0.000000006152099041236154
radix_sort_lsd;sort_random;21486;0.000213494;0.00000000993642371776971
radix_sort_lsd;sort_sorted;21486;0.000083124;0.000000003868751745322535
radix_sort_lsd;sort_reversed;21486;0.000082793;0.000000003853346365074933
radix_sort_lsd;sort_almost_sorted;21486;0.000103461;0.0000000048152750628316116
rust_std_sort;sort_random;21486;0.000352792;0.000000016419622079493625
rust_std_sort;sort_sorted;21486;0.000009808;0.00000000045648329144559245
rust_std_sort;sort_reversed;21486;0.000008736;0.00000000040659033789444293
rust_std_sort;sort_almost_sorted;21486;0.000216259;0.000000010065112166061622
bubble;sort_random;28397;0.235299312;0.000008286062330527873
bubble;sort_sorted;28397;0.000010309;0.00000000036303130612388633
bubble;sort_reversed;28397;0.167954525;0.0000059145164982216425
bubble;sort_almost_sorted;28397;0.140966927;0.000004964148572032257
insertion;sort_random;28397;0.075659383;0.0000026643442265027994
insertion;sort_sorted;28397;0.00001072;0.0000000003775046659858436
insertion;sort_reversed;28397;0.114589425;0.000004035265168855865
insertion;sort_almost_sorted;28397;0.008647089;0.00000030450713103496847
selection;sort_random;28397;0.167196186;0.000005887811599816882
selection;sort_sorted;28397;0.169200557;0.0000059583954995245974
selection;sort_reversed;28397;0.168821206;0.0000059450366588019865
selection;sort_almost_sorted;28397;0.165630264;0.000005832667676162975
merge_sort_td;sort_random;28397;0.001420763;0.00000005003215128358629
merge_sort_td;sort_sorted;28397;0.000317927;0.000000011195795330492659
merge_sort_td;sort_reversed;28397;0.000331502;0.000000011673838785787231
merge_sort_td;sort_almost_sorted;28397;0.000513578;0.00000001808564284959679
quick_lomuto;sort_random;28397;0.001149553;0.000000040481494524069445
